section	nodeId	change	title	why	implFiles
governance	11667-309312	ADDED	Skai > Airdrop (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11667-309576	ADDED	Skai > Airdrop (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11705-320482	ADDED	dropdown-yield vaults	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11713-326780	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11713-326890	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427937	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455749	ADDED	sidebar	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11720-328046	ADDED	Skai > Learn (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11759-342393	ADDED	Skai > Learn > Getting started with crypto (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11761-344888	ADDED	Skai > Learn > Articles (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11764-345696	ADDED	Skai > Learn > Articles > Sample article (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11764-347374	ADDED	Skai > Learn > Articles > Create article - empty 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11764-347974	ADDED	Skai > Learn > Articles > Create article 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11764-348102	ADDED	Skai > Learn > Articles > Create article (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11720-328489	ADDED	Skai > Learn > Courses 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-108870	ADDED	Skai > Governance 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-111292	ADDED	Skai > Governance > Proposals 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-149758	ADDED	Skai > Earn 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11980-177310	ADDED	Skai > Earn > Referral (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-153636	ADDED	Skai > Earn - Liquidity only 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11978-168335	ADDED	Skai > Earn > My positions (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11978-169460	ADDED	Skai > Earn > My positions > View details 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11978-170038	ADDED	Skai > Earn > My positions - on:hover 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11978-168824	ADDED	Skai > Earn > My positions - empty (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11978-171157	ADDED	Skai > Earn > Vault > Trading vault (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457394	ADDED	Lock - with percentage	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11980-173965	ADDED	Skai > Earn > Vault > House vault (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11980-175816	ADDED	Skai > Earn > Vault > House vault ALT (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-179665	ADDED	Skai > Earn > Faucet (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12261-474854	ADDED	Skai > Earn > Faucet 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458404	ADDED	With winners	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458170	ADDED	Frame 1000003977	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-180657	ADDED	Skai > Earn > Faucet > Tickets (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457534	ADDED	Tickets - empty	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-181349	ADDED	Skai > Earn > Faucet > Winners (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11983-182085	ADDED	Skai > Earn > Faucet > Earn more (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-433829	ADDED	Skai > Earn > Faucet > Earn more (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11980-173398	ADDED	Skai > Earn > Vault > Trading vault ALT (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11980-172605	ADDED	Skai > Earn > Vaults (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457238	ADDED	House vault - if low	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-154184	ADDED	Skai > Earn - Liquidity only - liquidity added 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-155655	ADDED	Skai > Earn > Sample opportunity - liquidity (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-160234	ADDED	Skai > Earn > Sample opportunity - liquidity > Add liquidity (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11974-166788	ADDED	Swap - no value	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11974-165410	ADDED	Skai > Earn > Sample opportunity - liquidity > Add liquidity > Confirm liquidity add 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-158164	ADDED	Skai > Earn > Sample opportunity - Lend (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-158665	ADDED	Skai > Earn > Sample opportunity - save (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-159235	ADDED	Skai > Earn > Sample opportunity - Lend > Lend 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-159567	ADDED	Skai > Earn > Sample opportunity - save > Save 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-161769	ADDED	Skai > Earn > Sample opportunity - Lend > Lend > Confirm lend 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-161912	ADDED	Skai > Earn > Sample opportunity - save > Save > Confirm save 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-152545	ADDED	Skai > Earn > Stake 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-153432	ADDED	Swap - no value	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-153216	ADDED	Skai > Earn > Stake > confirm stake 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11973-153573	ADDED	modal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-150945	ADDED	Skai > Earn (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11972-151493	ADDED	Skai > Earn - with pagination (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-119713	ADDED	Skai > Governance > Proposals > Staking 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-120450	ADDED	Skai > Governance > Proposals > Staking (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431847	ADDED	Claimed - not 100% represented - claimed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431652	ADDED	Vault actions - deposit and unclaimed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-121921	ADDED	Skai > Governance > Proposals > Delegation (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-122611	ADDED	Skai > Governance > Proposals > Delegation 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-123338	ADDED	Skai > Governance > Proposals > Delegation > Delegate modal 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-123792	ADDED	Skai > Governance > Proposals > Financials 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-124420	ADDED	Skai > Governance > Proposals > Financials (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-124936	ADDED	Skai > Governance > Proposals > About 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-429324	ADDED	Skai > Governance > Proposals > New proposal (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431591	ADDED	DAO boost - met	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-112324	ADDED	Skai > Governance > Proposals (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-115023	ADDED	Skai > Governance > Proposals > Sample proposal - view - details caollapsed 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-116992	ADDED	Skai > Governance > Proposals > Sample proposal - view - not created by 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-116258	ADDED	Skai > Governance > Proposals > Sample proposal - view (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-115524	ADDED	Skai > Governance > Proposals > Sample proposal - view - details expanded 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11720-329924	ADDED	Skai > Learn > Skai university - about (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11731-334110	ADDED	Skai > Learn > Skai university > Sample course 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11731-334936	ADDED	Skai > Learn > Skai university > Purchase modal 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11743-337927	ADDED	Skai > Learn > Skai university > Sample course > Purchased > Sample video 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12139-450594	ADDED	Videoframe - playing	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12139-450651	ADDED	Videoframe - before playing	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11743-338537	ADDED	Skai > Learn > Skai university > Sample course > Purchased > Sample video - show transcript (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11736-336798	ADDED	Skai > Learn > Skai university > Sample course > Purchased (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455681	ADDED	Course progress - completed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11747-338776	ADDED	Skai > Learn > Skai university > Sample course > Purchased (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11752-340049	ADDED	Skai > Learn > Skai university > Create course (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11759-341556	ADDED	Skai > Learn > Skai university > Create course - Step 2 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11752-340430	ADDED	Skai > Learn > Skai university > Create course - preview 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11752-340994	ADDED	Skai > Learn > Skai university > Create course - preview 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11731-334391	ADDED	Skai > Learn > Skai university > Sample course (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11720-330741	ADDED	Skai > Learn > Skai university - about 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11730-332652	ADDED	Skai > Learn > Skai university - courses (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11730-332229	ADDED	Skai > Learn > Skai university - courses 1VH (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11764-348558	ADDED	Skai > Learn > Skai university > Articles (768 x 1024px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11730-332977	ADDED	Courses - buy	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11945-93362	ADDED	Skai > Learn (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-451132	ADDED	Skai > Learn > Getting started with crypto (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-453076	ADDED	Skai > Learn > Articles > Sample article (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-453691	ADDED	Skai > Learn > Articles > Create article - empty 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-454982	ADDED	Skai > Learn > Articles > Create article (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-454200	ADDED	Skai > Learn > Articles > Create article 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-102948	ADDED	Skai > Learn > Skai university - about (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-105984	ADDED	Skai > Learn > Skai university > Sample course (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11897-108098	ADDED	Skai > Learn > Skai university > Sample course > Purchased (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455730	ADDED	Course progress - completed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11939-142514	ADDED	Skai > Learn > Skai university > Sample course > Purchased (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11942-143538	ADDED	Skai > Learn > Skai university > Create course  (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11943-145177	ADDED	Skai > Learn > Skai university > Create course - Step 2 (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-450956	ADDED	Skai > Learn > Articles (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11943-143981	ADDED	Skai > Learn > Skai university > Create course - preview 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11943-144590	ADDED	Skai > Learn > Skai university > Create course - preview 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11939-141290	ADDED	Skai > Learn > Skai university > Sample course > Purchased > Sample video 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12139-450707	ADDED	Videoframe - playing	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12139-450745	ADDED	Videoframe - before playing	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11945-94473	ADDED	Skai > Learn > Skai university > Sample course > Purchased > Sample video - show transcript (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-106261	ADDED	Skai > Learn > Skai university > Sample course 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11896-106898	ADDED	Skai > Learn > Skai university > Purchase modal 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-103839	ADDED	Skai > Learn > Skai university - courses (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12166-455601	ADDED	Courses - buy	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12141-455088	ADDED	Skai > Learn > Skai university > Articles  (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-104173	ADDED	Skai > Learn > Skai university 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11893-101461	ADDED	Skai > Learn > Courses 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11894-104346	ADDED	Skai > Learn > Skai university 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11900-109506	ADDED	Skai > Governance 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-382685	ADDED	Skai > Earn (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-432663	ADDED	Skai > Earn 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-384627	ADDED	Skai > Earn - Liquidity only 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-386268	ADDED	Skai > Earn > My positions(375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-386958	ADDED	Skai > Earn > My positions - empty (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-387432	ADDED	Skai > Earn > My positions > View details 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-388816	ADDED	Skai > Earn > Vaults - House (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457316	ADDED	House vault - if low	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12016-75585	ADDED	Skai > Earn > Vaults - ALT (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-390587	ADDED	Skai > Earn > Vault > Trading vault (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457464	ADDED	Lock - with percentage	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-392671	ADDED	Skai > Earn > Vault > Trading vault ALT (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-393178	ADDED	Skai > Earn > Vault > House vault (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-394869	ADDED	Skai > Earn > Referral (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-393542	ADDED	Skai > Earn > Vault > House vault ALT (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-408480	ADDED	Skai > Earn > Faucet (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12261-475335	ADDED	Skai > Earn > Faucet 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458552	ADDED	With winners	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12225-458263	ADDED	Frame 1000003978	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-409355	ADDED	Skai > Earn > Faucet > Tickets (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12215-457820	ADDED	Tickets - empty	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-410871	ADDED	Skai > Earn > Faucet > Winners (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-410317	ADDED	Skai > Earn > Faucet > Earn more (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12009-412243	ADDED	Skai > Earn > Faucet > Earn more (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-389667	ADDED	Skai > Earn > Vaults - Trading (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-387906	ADDED	Skai > Earn > My positions - on:hover 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-385486	ADDED	Skai > Earn - Liquidity only - liquidity added 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-397714	ADDED	Skai > Earn > Sample opportunity - liquidity (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-402326	ADDED	Skai > Earn > Sample opportunity - liquidity > Add liquidity (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-406527	ADDED	Skai > Earn > Sample opportunity - liquidity > Add liquidity (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-405136	ADDED	Skai > Earn > Sample opportunity - liquidity > Add liquidity > Confirm liquidity add 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-398296	ADDED	Skai > Earn > Sample opportunity - save (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-399859	ADDED	Skai > Earn > Sample opportunity - Lend (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-396180	ADDED	Skai > Earn > Sample opportunity - Lend > Lend 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-396474	ADDED	Skai > Earn > Sample opportunity - save > Save 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-396713	ADDED	Skai > Earn > Sample opportunity - Lend > Lend > Confirm lend 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12004-396856	ADDED	Skai > Earn > Sample opportunity - save > Save > Confirm save 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-383790	ADDED	Skai > Earn > Stake 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-384268	ADDED	Skai > Earn > Stake > confirm stake 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-384544	ADDED	modal	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-384165	ADDED	Swap - no value	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12003-383100	ADDED	Skai > Earn - with pagination (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-127189	ADDED	Skai > Governance > Proposals 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11906-133540	ADDED	Skai > Governance > Proposals > Staking (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-431944	ADDED	Claimed - not 100% represented	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-431948	ADDED	Claimed - not 100% represented - claimed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12136-431955	ADDED	Vault actions - deposit and unclaimed	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11907-137387	ADDED	Skai > Governance > Proposals > Delegation - on chain 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11915-139136	ADDED	Skai > Governance > Proposals > Financials 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11917-139866	ADDED	Skai > Governance > Proposals > Financials (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11917-140159	ADDED	Skai > Governance > Proposals > About (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11907-138358	ADDED	Skai > Governance > Proposals > Delegation > Delegate modal 1VH (375 x 812px))	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11907-137821	ADDED	Skai > Governance > Proposals > Delegation - off chain 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11907-136716	ADDED	Skai > Governance > Proposals > Delegation (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11907-134647	ADDED	Skai > Governance > Proposals > Staking 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431217	ADDED	Skai > Governance > Proposals > New proposal (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-431615	ADDED	DAO boost - met	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11902-127752	ADDED	Skai > Governance > Proposals (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11904-130419	ADDED	Skai > Governance > Proposals > Sample proposal - view 1VH - details expanded - details expanded (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11904-130968	ADDED	Skai > Governance > Proposals > Sample proposal - view 1VH - intro expanded 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11904-131516	ADDED	Skai > Governance > Proposals > Sample proposal - view 1VH - details collapsed - intro collapsed 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11904-132064	ADDED	Skai > Governance > Proposals > Sample proposal - view - not created by 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11875-44348	ADDED	Skai > Account (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12097-427323	ADDED	Created tokens	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11875-87593	ADDED	Skai > Account > Performance overview (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11881-88335	ADDED	Skai > Account > Performance overview (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-420596	ADDED	Skai > Account > Performance overview > Share networth 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	12082-421041	ADDED	Skai > Account > Performance overview > Share networth 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
governance	11881-88859	ADDED	Skai > Account > Account settings 1VH (375 x 812px)	New frame in Figma with no catalog row -- needs implementation or an explicit out-of-scope note	
